pH,DO(mg/l),CODMn(mg/l),NH3-N(mg/l),本周水质
7.51,6.06,4.5,0.12,3
7.79,6.33,5.5,0.19,3
7.62,4.17,4.8,1.69,5
7.76,5.71,6.2,0.75,4
8.67,10.7,2.6,0.03,2
7.81,6.11,0.0,0.92,3
7.58,6.25,2.4,0.13,2
7.94,7.05,5.8,0.17,3
7.78,2.45,4.6,2.01,6
7.39,5.13,6.8,1.36,4
8.4,8.45,2.6,0.11,2
7.84,6.17,4.1,0.57,3
8.29,9.01,2.7,0.12,2
7.5,5.64,6.4,1.15,4
8.34,8.54,1.9,0.08,1
7.51,4.63,3.3,0.37,4
7.54,5.67,1.1,0.11,3
8.11,7.36,3.3,0.13,2
7.82,5.79,1.1,0.11,3
8.1,7.85,3.0,0.1,2
7.12,4.32,4.2,0.99,4
6.64,4.35,6.8,1.06,4
8.34,8.94,1.4,0.03,1
8.45,9.21,3.4,0.1,2
6.55,4.6,2.2,0.32,4
8.14,7.97,2.7,0.15,2
7.52,7.2,3.6,0.26,2
6.84,5.45,6.3,1.26,4
8.07,7.86,1.1,0.02,1
7.72,7.18,2.4,0.35,2
6.35,4.59,2.5,0.26,4
8.16,7.86,2.7,0.14,2
7.55,7.73,4.0,0.28,2
6.98,5.35,5.8,0.71,3
8.04,8.21,0.9,0.02,1
8.65,12.2,2.6,0.08,2
6.77,4.67,2.8,0.25,4
8.2,7.71,3.6,0.16,2
7.87,9.3,4.0,0.25,2
8.26,9.45,2.6,0.13,2
7.02,7.09,4.3,0.48,3
8.05,8.05,0.9,0.02,1
6.95,4.84,2.8,0.26,4
8.2,8.16,4.0,0.15,2
7.54,8.09,3.5,0.33,2
7.13,7.86,4.7,0.51,3
8.05,7.99,0.9,0.03,1
8.65,8.84,2.9,0.13,2
7.0,5.28,3.0,0.23,3
8.2,8.55,3.2,0.1,2
7.28,7.95,3.3,0.25,2
7.15,8.2,4.0,0.5,2
7.91,8.16,0.9,0.01,1
8.9,8.89,2.4,0.12,2
7.27,5.82,3.2,0.27,3
8.17,8.59,2.4,0.1,2
7.18,7.39,3.1,0.21,2
7.17,7.99,4.5,0.41,3
7.77,8.41,1.0,0.02,1
8.57,8.55,2.7,0.16,2
7.25,6.38,3.5,0.16,2
8.24,8.75,3.8,0.1,2
7.19,5.29,3.6,0.25,3
7.04,7.09,4.7,0.58,3
7.8,8.43,0.9,0.03,1
8.2,7.3,2.0,0.29,2
7.32,6.23,3.4,0.18,2
8.33,9.28,4.1,0.12,3
7.39,6.87,5.0,0.23,3
7.12,7.37,4.1,0.22,3
7.82,8.1,1.3,0.03,1
8.94,11.3,2.3,0.16,2
7.7,6.69,2.8,0.17,2
8.38,9.25,2.4,0.1,2
7.34,7.25,5.5,0.34,4
7.32,8.21,3.6,0.22,2
7.78,8.12,1.3,0.01,1
8.86,11.6,2.8,0.22,6
7.8,7.0,2.7,0.18,2
8.4,8.5,2.5,0.11,2
7.3,6.2,5.0,0.28,4
7.4,8.5,3.1,0.35,2
7.8,8.6,1.5,0.02,1
9.0,12.0,3.3,0.27,6
7.77,7.01,3.2,0.24,2
8.27,8.47,2.4,0.14,2
7.41,8.13,7.0,0.16,4
7.49,9.31,2.7,0.44,2
7.86,9.25,1.5,0.03,1
8.8,11.6,3.1,0.29,6
7.8,7.15,3.2,0.32,2
8.48,8.85,2.0,0.18,2
7.73,9.1,6.1,0.12,4
7.48,8.07,3.7,0.34,2
7.86,9.97,1.4,0.04,1
9.07,15.9,3.5,0.15,6
8.05,8.23,3.2,0.33,2
8.4,8.84,4.0,0.2,2
7.72,9.12,6.2,0.09,4
7.19,5.52,5.8,0.51,3
7.9,10.8,1.4,0.04,1
9.1,19.2,4.2,0.04,6
8.24,9.32,2.9,0.33,2
8.8,9.52,2.6,0.15,2
7.57,7.64,9.9,3.61,6
7.26,5.73,3.0,0.65,3
7.88,11.2,1.4,0.05,1
8.75,16.4,4.8,0.09,3
8.1,10.3,2.9,0.33,2
8.85,10.5,1.6,0.19,2
7.44,7.21,8.3,4.26,6
7.55,6.26,2.3,0.35,2
7.89,11.5,1.4,0.07,1
8.83,13.3,4.7,0.36,3
8.11,10.1,2.8,0.3,2
8.85,10.2,1.5,0.16,2
7.4,7.44,7.7,4.44,6
7.95,11.3,1.3,0.04,1
9.41,17.8,9.0,0.26,6
8.04,10.4,2.9,0.32,2
8.86,10.6,1.4,0.25,2
7.33,7.71,8.1,4.33,6
7.75,11.4,1.2,0.03,1
9.42,20.0,11.9,0.11,6
8.04,10.4,3.0,0.28,2
8.83,9.92,1.7,0.23,2
7.32,6.73,7.6,4.48,6
7.52,11.4,1.1,0.02,1
9.26,20.1,8.2,0.08,6
9.0,18.4,7.4,0.15,4
7.58,11.4,1.0,0.02,1
7.39,5.13,8.6,4.1,6
8.17,10.5,3.0,0.3,2
8.83,9.41,2.4,0.11,2
8.14,10.7,3.0,0.24,2
8.93,10.2,4.3,0.17,3
7.4,8.82,8.9,3.7,6
7.7,11.6,1.1,0.02,1
8.73,14.4,3.8,0.33,2
8.3,10.8,2.9,0.28,2
8.86,10.3,1.8,0.13,1
7.32,7.88,8.0,3.92,6
7.74,11.6,1.1,0.02,1
8.52,13.1,3.6,0.4,2
8.43,10.8,2.2,0.23,2
8.74,10.6,1.6,0.13,1
7.48,10.8,7.9,3.0,6
9.51,2.55,8.7,5.18,6
7.09,9.61,2.9,0.5,2
7.65,11.3,1.2,0.03,1
8.37,11.5,2.9,0.32,2
8.31,10.7,2.6,0.27,2
8.58,11.6,1.6,0.16,2
7.57,12.7,8.0,2.94,6
7.16,9.51,2.9,0.47,2
7.46,11.0,1.2,0.04,1
8.4,11.8,3.3,0.5,2
8.29,10.6,2.6,0.27,2
8.58,11.9,1.7,0.12,1
7.41,10.2,6.5,2.28,6
7.02,8.93,0.0,0.44,2
7.66,10.7,1.4,0.03,1
8.4,11.4,3.2,0.59,3
7.89,10.5,1.6,0.03,1
9.76,2.67,7.7,3.29,6
8.27,10.5,2.4,0.23,2
7.05,7.95,3.4,0.47,2
7.41,9.45,5.8,2.13,6
8.39,10.8,3.8,0.66,3
8.62,11.8,1.6,0.13,1
7.37,8.74,3.1,0.25,2
8.06,10.4,5.3,0.24,3
7.49,9.98,5.0,0.44,3
7.28,7.78,3.9,0.47,2
7.93,9.33,3.4,0.41,2
8.52,6.82,4.1,0.38,3
7.89,9.55,7.8,1.1,4
7.93,6.6,7.3,1.07,4
8.69,14.5,4.7,0.26,3
7.78,10.2,7.1,0.52,4
8.36,9.63,5.5,0.14,3
8.54,16.6,10.1,1.73,5
8.39,9.67,4.6,0.29,3
6.95,7.36,3.4,0.48,2
8.06,14.2,2.6,0.22,2
7.82,11.4,4.2,0.26,3
8.3,10.9,4.5,0.4,3
8.5,13.6,4.8,0.08,3
6.73,11.3,5.5,0.18,3
8.02,13.7,3.8,0.27,2
7.6,9.13,2.5,0.15,2
7.84,8.03,7.6,1.59,5
7.1,6.86,4.7,1.69,5
8.12,10.1,3.9,0.76,3
8.81,11.4,8.1,0.07,4
7.77,8.5,3.2,0.35,2
7.16,9.41,6.5,0.52,4
7.99,8.96,2.9,0.69,3
8.25,13.0,4.4,0.04,3
6.81,10.8,5.3,0.21,3
8.02,11.9,3.6,0.31,2
8.49,16.9,4.1,0.29,3
8.26,9.05,2.0,0.42,2
7.74,8.49,4.2,0.21,3
8.55,19.1,10.1,1.09,5
8.73,8.96,3.5,0.15,2
6.85,6.71,4.6,0.29,3
8.07,13.0,2.4,0.3,2
7.89,10.8,7.4,0.13,4
7.71,8.92,3.4,0.24,2
8.03,11.0,3.6,0.44,2
7.37,10.1,3.5,0.43,2
7.39,8.28,4.3,0.3,3
8.0,9.43,2.2,0.23,2
8.44,9.56,3.4,0.26,2
7.64,10.8,6.3,1.09,4
7.57,9.17,2.9,0.14,2
7.72,6.45,7.8,1.38,4
7.7,6.8,4.8,1.02,4
7.98,9.09,4.4,0.47,3
8.75,9.74,7.0,0.05,4
7.95,10.1,4.1,0.61,3
6.55,5.91,5.2,0.5,3
7.82,6.7,7.0,0.72,4
8.59,18.2,3.3,0.26,2
7.94,11.2,7.0,0.15,4
8.58,10.2,1.4,0.19,2
8.45,13.6,12.9,2.31,6
8.65,8.52,3.6,0.19,2
6.9,6.72,4.5,0.22,3
8.13,12.8,2.5,0.21,2
8.17,7.56,2.7,0.48,2
8.14,9.83,3.3,0.3,2
7.8,9.79,7.0,0.2,4
6.72,10.7,5.3,0.38,3
7.14,8.64,6.7,0.5,4
8.13,6.9,4.7,0.22,3
7.22,7.9,4.4,0.18,2
7.33,7.75,4.6,0.81,5
7.94,7.73,4.4,0.56,3
8.6,7.73,6.1,0.06,4
7.84,8.0,4.3,0.68,2
7.93,4.32,7.7,2.22,4
8.28,10.7,4.6,0.88,3
8.04,10.3,7.4,0.16,4
8.39,8.5,1.7,0.15,3
8.44,11.2,11.0,2.24,5
8.41,5.99,3.8,0.73,3
7.1,5.59,5.0,0.25,2
8.06,11.6,2.4,0.16,2
8.57,11.4,3.5,0.22,2
8.35,9.82,5.4,0.34,3
7.44,10.7,5.6,1.09,4
7.7,8.83,2.7,0.14,2
7.55,9.48,3.3,0.12,2
7.13,8.14,6.2,0.55,4
8.35,9.87,4.3,0.23,3
7.75,8.74,5.0,0.77,3
6.79,11.3,5.7,0.31,3
8.02,10.4,3.7,0.44,2
7.29,8.84,2.9,0.37,3
7.65,6.27,7.2,1.46,5
7.18,6.35,3.4,0.17,2
8.15,11.3,3.9,0.52,3
7.32,8.6,5.2,0.32,3
7.15,7.47,4.5,0.25,3
8.51,11.1,3.3,0.34,2
8.19,8.98,4.5,0.38,3
7.52,7.32,5.8,0.87,3
7.46,10.3,2.9,0.23,2
7.59,5.54,5.3,2.19,6
7.04,5.68,4.4,0.86,3
7.81,6.96,4.4,0.67,3
8.72,8.87,7.8,0.09,4
8.12,11.1,4.8,0.43,3
7.87,4.65,7.2,3.18,6
8.12,16.6,7.3,0.76,4
8.61,11.8,7.7,0.24,4
8.44,9.61,2.0,0.22,2
8.41,9.26,12.5,1.89,5
8.48,6.59,4.3,0.35,3
7.15,6.11,5.8,0.31,3
8.01,9.98,2.4,0.2,2
7.98,6.55,3.9,0.19,2
8.32,9.72,4.5,0.19,3
8.36,15.0,6.5,0.03,4
6.87,16.0,7.4,0.31,4
7.26,6.63,6.7,0.3,4
6.64,8.01,3.3,0.12,2
8.0,10.6,3.8,0.47,2
7.37,11.2,5.8,0.37,3
7.39,7.08,5.0,0.49,3
8.52,11.4,3.5,0.41,2
8.19,9.07,3.4,0.38,2
7.16,7.77,6.0,1.16,4
7.53,10.8,2.9,0.27,2
7.61,5.67,3.5,1.39,4
7.19,6.55,4.6,1.47,4
7.74,5.85,4.5,1.14,4
8.41,9.03,5.5,0.36,3
8.13,10.4,4.8,0.65,3
7.78,4.4,7.3,3.27,6
7.87,14.9,7.6,1.06,4
9.16,12.8,7.4,0.41,6
8.28,8.69,1.9,0.31,2
8.42,10.4,9.8,1.14,4
8.71,9.91,4.7,0.13,3
7.03,6.47,4.8,0.68,3
7.92,9.15,2.3,0.31,2
7.84,6.24,3.9,0.14,2
8.34,11.0,4.0,0.17,2
8.21,11.2,6.1,0.54,4
6.76,13.0,7.0,0.43,4
7.35,7.36,6.7,0.42,4
6.83,8.52,3.5,0.36,2
7.61,7.55,3.6,0.54,3
7.27,9.76,5.3,0.53,3
7.32,7.29,5.3,0.51,3
8.5,11.3,3.6,0.45,2
8.13,8.81,3.4,0.32,2
6.96,7.45,6.1,1.5,4
7.22,9.54,2.7,0.3,2
7.57,4.82,4.3,1.35,4
7.48,6.58,4.6,0.72,3
7.63,4.93,4.6,0.76,4
8.43,9.32,4.4,0.27,3
8.1,9.29,4.3,0.95,3
7.93,2.4,7.8,4.27,6
8.17,18.4,8.4,0.58,4
8.82,9.65,6.1,0.48,4
8.16,8.54,3.0,0.77,3
8.4,10.5,8.9,1.35,4
8.51,7.9,4.4,0.59,3
7.01,8.71,5.6,1.01,4
8.28,7.91,2.6,0.64,3
7.77,6.09,4.4,0.19,3
8.33,10.8,3.5,0.1,2
7.76,8.39,4.4,0.41,3
6.63,8.0,6.7,0.54,4
7.18,7.53,7.3,0.54,4
7.35,4.17,4.9,0.88,4
7.21,2.39,3.5,0.59,5
7.17,8.45,6.4,0.51,4
7.49,9.68,3.6,0.68,3
7.42,7.17,5.1,0.25,3
8.51,10.5,0.0,0.23,2
8.21,8.17,3.5,0.35,2
7.21,7.46,7.3,2.48,6
7.53,9.03,2.7,0.22,2
7.73,4.82,4.9,0.45,4
8.3,6.36,4.1,0.33,3
7.82,4.5,3.9,1.21,4
7.78,2.52,7.1,6.65,6
8.13,4.72,8.5,0.8,4
8.96,8.34,5.5,0.29,3
8.12,8.46,3.6,0.77,3
8.36,8.66,14.8,2.21,6
8.31,3.79,3.8,0.83,4
7.04,12.2,5.0,0.55,3
8.62,6.86,2.5,0.49,2
7.86,4.71,8.6,0.23,4
8.22,9.02,3.4,0.17,2
7.58,5.62,4.5,0.31,3
6.69,4.89,4.9,1.39,4
7.46,5.75,3.9,1.42,4
7.24,8.1,3.2,0.14,2
7.38,9.12,2.7,0.28,2
7.23,7.42,3.1,0.05,2
8.54,9.86,0.0,0.15,1
8.29,7.37,3.5,0.29,2
7.45,5.99,5.0,1.75,5
7.19,7.43,2.1,0.1,2
6.97,2.04,3.5,0.21,5
6.95,1.9,7.9,0.84,6
7.68,4.51,5.0,0.45,4
8.57,5.96,5.7,0.23,3
8.1,5.81,4.3,0.65,3
7.81,2.4,6.8,5.33,6
8.1,7.04,9.2,0.62,4
9.27,8.42,5.7,0.13,6
8.19,7.97,2.6,0.51,3
8.31,7.75,10.1,1.88,5
8.25,3.66,3.5,0.48,4
7.23,7.42,2.6,0.34,2
8.61,6.39,2.7,0.37,2
8.23,7.85,4.9,0.12,3
8.29,9.28,3.4,0.2,2
8.07,9.66,5.5,0.27,3
6.89,5.89,7.5,0.77,4
7.66,6.63,4.0,0.76,3
7.26,7.52,5.1,0.15,3
7.39,6.68,4.7,0.23,3
7.15,7.49,3.1,0.07,2
7.98,8.1,4.0,0.37,2
7.41,7.04,2.2,0.31,2
7.42,7.2,3.8,0.19,2
8.53,10.1,3.0,0.32,2
8.52,7.16,3.7,0.29,2
7.54,5.99,4.9,0.98,3
7.25,7.57,3.9,0.12,2
7.0,2.5,3.5,0.99,5
6.94,2.4,7.6,0.45,5
7.64,3.47,4.8,0.23,4
8.39,6.34,5.7,0.36,3
8.29,6.95,4.7,0.48,3
7.81,5.9,6.8,0.5,4
8.1,5.05,8.5,0.58,4
9.42,9.45,5.8,0.14,6
8.22,8.56,2.7,0.22,2
8.32,8.84,9.2,1.27,4
8.25,3.9,3.4,0.42,4
7.31,6.93,2.9,0.36,2
8.85,11.2,3.3,0.3,2
8.19,8.17,4.5,0.08,3
8.3,11.6,3.4,0.24,2
7.9,9.04,5.2,0.42,3
6.96,4.21,7.3,0.4,4
7.25,6.85,4.7,0.2,3
7.01,6.65,3.0,0.07,2
8.18,6.1,4.0,1.33,4
7.51,7.97,2.1,0.26,2
7.22,7.36,3.6,0.19,2
8.69,9.58,0.0,0.3,2
8.47,6.19,3.7,0.25,2
7.47,5.08,4.8,1.67,5
7.31,7.04,2.8,0.11,2
7.12,4.12,3.1,0.65,4
7.73,4.48,9.0,0.27,4
7.62,7.44,4.9,0.31,3
8.04,10.9,5.1,0.28,3
7.69,5.81,6.7,0.59,4
8.04,6.45,8.3,0.49,4
9.49,11.2,7.0,0.11,6
8.21,9.1,3.4,0.39,2
8.33,7.48,9.0,3.23,6
8.3,5.0,3.5,0.23,3
7.32,6.1,2.0,0.38,2
8.73,8.29,3.0,0.41,2
8.15,8.09,4.4,0.11,3
8.34,11.3,3.4,0.36,2
8.0,7.26,5.6,0.29,3
7.07,6.2,10.5,0.23,5
7.26,6.7,5.4,0.21,3
8.57,6.07,2.8,0.28,2
7.17,7.25,3.0,0.07,2
8.13,9.94,3.3,0.38,2
7.8,7.01,5.5,0.68,3
7.62,8.22,10.7,0.19,5
8.39,6.27,4.0,0.73,3
7.56,7.41,6.4,0.19,4
7.55,7.71,2.4,0.2,2
7.22,7.45,3.6,0.19,2
8.74,9.39,0.0,0.15,1
8.67,6.55,4.4,0.35,3
7.48,5.26,5.0,1.92,5
7.45,7.11,2.2,0.13,2
7.1,3.29,3.2,0.38,4
7.73,2.69,9.7,0.92,5
7.35,5.04,5.2,0.28,3
7.94,7.24,4.9,0.48,3
7.82,4.4,5.9,0.56,4
7.91,4.63,7.9,0.56,4
9.34,8.04,6.9,0.12,6
8.35,7.4,4.1,0.15,3
8.25,5.61,9.0,1.56,5
8.32,4.37,3.7,0.18,4
7.08,6.09,2.1,0.35,2
8.14,8.08,4.4,0.18,3
7.79,5.51,5.0,0.6,3
8.82,7.25,4.4,0.11,3
7.25,3.18,3.5,0.34,4
7.82,8.71,10.2,0.54,5
7.66,8.34,3.1,0.08,2
7.55,6.66,6.3,0.19,4
8.56,9.41,5.2,0.25,3
7.82,3.19,7.2,0.6,4
7.99,7.4,8.0,0.42,4
9.54,10.6,6.8,0.13,6
7.72,7.78,3.7,0.64,3
8.27,6.45,7.5,0.2,4
8.35,6.02,4.0,0.14,2
6.98,7.95,2.1,0.33,2
8.83,9.8,3.3,0.25,2
8.1,7.99,4.0,0.83,3
8.16,8.97,3.8,0.31,2
8.8,14.6,7.6,0.28,4
7.52,8.64,11.4,0.21,5
8.64,8.41,4.3,0.36,3
7.58,8.56,5.5,0.16,3
7.61,8.61,3.0,0.15,2
7.17,7.24,3.7,0.16,2
8.18,9.02,0.0,0.27,2
7.25,6.11,2.6,0.21,2
8.46,8.73,5.2,0.25,3
7.89,3.29,8.6,1.48,4
7.76,7.33,7.5,0.41,4
9.51,9.71,6.9,0.15,6
8.1,8.03,2.4,0.61,3
8.21,4.82,7.7,0.39,4
8.3,4.31,4.2,0.13,4
7.09,7.24,2.3,0.33,2
8.62,7.62,3.0,0.24,2
8.12,8.02,3.9,0.4,2
8.02,7.44,4.1,0.33,3
7.91,9.22,6.9,0.31,4
6.87,9.07,11.6,0.24,5
8.03,5.13,4.2,0.35,3
8.1,8.62,3.0,0.06,2
7.59,7.4,5.9,0.15,3
7.59,8.77,2.0,0.57,3
7.11,6.87,3.6,0.15,2
8.45,8.46,0.0,0.21,2
8.65,6.73,4.8,0.16,3
8.2,7.21,5.2,0.41,3
7.32,6.07,3.0,0.48,2
7.23,3.08,3.4,0.33,4
7.33,8.23,8.5,0.3,4
7.83,5.99,6.4,0.24,4
7.48,9.43,3.1,0.07,2
8.32,6.19,4.2,0.31,3
7.5,8.68,2.4,0.24,2
7.13,6.97,3.5,0.15,2
8.32,8.14,0.0,0.13,1
8.79,6.19,4.6,0.14,3
7.52,5.82,4.8,0.46,3
7.75,9.57,2.8,0.41,2
7.39,3.81,3.6,0.3,4
7.38,11.7,7.9,0.1,4
7.88,5.8,6.0,0.32,3
8.56,7.02,5.3,0.27,3
7.82,3.12,8.6,1.28,4
7.88,7.44,7.0,0.38,4
9.52,10.3,5.9,0.21,6
8.04,6.78,2.7,0.37,2
8.21,5.15,9.6,1.22,4
8.52,6.31,4.7,0.13,3
7.12,5.82,2.5,0.32,3
8.7,12.4,2.9,0.27,2
8.09,7.98,3.7,0.25,2
8.06,7.57,3.7,0.3,2
7.73,9.45,6.7,0.32,4
7.19,9.4,8.9,0.14,4
7.67,7.38,5.7,0.15,3
7.54,8.47,3.1,0.07,2
8.54,7.54,4.2,0.42,3
7.38,8.41,2.7,0.23,2
7.39,7.0,3.7,0.15,2
8.39,7.76,0.0,0.12,1
8.87,6.88,4.6,0.09,3
7.49,5.51,5.0,0.46,3
8.0,9.83,2.4,0.35,2
7.68,5.91,3.8,0.28,3
7.13,9.88,6.0,0.13,3
8.19,5.23,6.3,0.28,4
8.84,6.35,10.2,0.32,5
8.62,5.87,3.9,0.23,3
7.88,4.41,8.0,1.18,4
7.48,6.72,6.4,0.37,4
9.43,9.35,5.4,0.39,6
8.22,8.17,3.0,0.36,2
8.19,4.41,10.8,0.63,5
8.46,4.96,5.8,0.11,4
7.29,8.5,2.8,0.36,2
8.72,12.2,2.9,0.25,2
8.04,7.89,3.5,0.21,2
8.15,8.57,3.8,0.34,2
7.81,11.9,7.8,0.32,4
7.19,8.28,10.0,0.19,4
7.69,6.99,5.7,0.15,3
7.78,4.85,6.3,0.19,4
6.53,7.34,5.9,0.15,3
8.6,6.28,3.9,0.31,2
7.85,3.18,8.9,1.88,5
7.51,6.97,6.9,0.38,4
9.22,7.68,5.6,0.19,6
7.99,8.57,10.1,0.31,5
8.15,3.93,11.0,0.97,5
8.23,4.45,5.8,0.28,4
7.56,7.32,3.0,0.33,2
8.46,6.07,2.5,0.26,2
8.02,7.83,3.6,0.18,2
8.0,7.35,4.0,0.46,2
8.38,8.76,7.0,0.35,4
6.92,5.08,7.7,0.42,4
8.16,6.53,4.2,0.49,3
8.02,7.26,3.1,0.04,2
7.69,6.66,5.4,0.41,3
7.34,8.16,2.3,0.28,2
7.31,6.74,4.0,0.16,2
8.24,6.02,3.6,0.13,2
8.77,6.18,4.6,0.12,3
7.08,4.74,5.5,0.66,4
7.38,3.79,3.7,0.3,4
8.76,5.64,6.8,0.37,4
8.24,8.06,3.1,0.06,2
7.79,4.47,4.4,0.58,4
7.26,6.78,2.8,0.39,2
7.25,6.39,4.2,0.15,3
8.03,5.51,4.0,0.13,3
8.67,5.91,4.9,0.13,3
7.15,4.06,5.2,0.44,4
7.41,4.44,3.7,0.3,4
7.12,8.64,6.0,0.13,3
8.1,5.39,8.0,0.19,4
8.83,5.63,6.4,0.48,4
8.74,5.79,3.6,0.28,3
7.78,2.51,9.8,1.89,5
7.76,7.8,6.3,0.41,4
9.31,8.81,6.0,0.08,6
7.91,10.5,2.6,0.27,2
8.08,3.59,18.5,1.3,6
8.26,5.18,5.6,0.22,3
7.6,6.77,3.3,0.32,2
8.43,5.82,2.5,0.27,3
7.95,7.69,3.3,0.25,2
7.78,5.95,4.2,0.16,3
8.31,6.91,6.3,0.27,4
7.01,5.05,8.1,0.35,4
7.64,5.92,4.2,0.48,3
8.24,7.62,3.0,0.06,2
7.52,5.51,4.7,0.2,3
7.3,7.62,3.5,0.27,2
7.13,5.87,4.5,0.16,3
7.88,6.78,4.5,0.13,3
8.51,5.1,4.6,0.18,3
6.97,3.62,5.5,0.69,4
7.23,3.63,3.8,0.34,4
6.87,3.31,5.9,0.13,4
8.17,6.44,8.0,0.18,4
8.97,6.19,8.6,0.37,4
8.69,7.98,4.1,0.37,3
7.74,2.81,10.6,1.89,5
7.71,7.22,7.6,0.4,4
9.26,9.15,5.8,0.17,6
7.66,5.05,2.6,0.27,3
8.05,4.27,13.8,1.65,5
8.26,6.06,5.6,0.2,3
7.46,6.11,4.8,0.38,3
8.18,4.26,2.8,0.98,4
7.91,7.62,3.0,0.18,2
7.72,5.64,4.4,0.32,3
7.96,4.5,6.5,0.3,4
7.23,7.22,8.4,0.98,4
8.07,7.14,4.5,0.15,3
8.32,7.42,3.2,0.06,2
7.62,5.71,4.6,0.39,3
7.68,6.64,4.1,0.31,3
6.95,5.5,4.6,0.16,3
7.77,8.77,4.8,0.14,3
8.45,4.79,4.3,0.17,4
7.06,3.58,5.6,0.77,4
7.27,3.0,3.9,0.39,4
7.17,7.45,6.1,0.19,4
8.01,5.61,7.6,0.2,4
8.9,5.48,6.6,0.3,4
8.82,8.4,5.0,0.3,3
8.3,5.55,7.3,0.42,4
8.4,6.7,8.6,0.25,4
9.2,6.62,5.7,0.21,6
7.62,3.98,4.1,0.32,4
8.05,4.56,19.5,2.27,6
8.14,2.99,6.1,0.51,5
7.49,6.79,4.6,0.33,3
8.13,4.04,4.9,0.6,4
8.06,7.04,2.7,0.25,2
7.62,5.83,4.4,0.24,3
8.09,6.91,8.0,0.16,4
7.4,6.09,10.1,0.5,5
7.5,5.42,4.3,0.14,3
8.2,7.64,3.2,0.08,2
7.83,6.9,4.9,0.29,3
7.22,2.94,4.8,0.33,5
6.81,4.76,5.1,0.15,4
7.78,7.63,5.2,0.12,3
8.32,3.92,4.9,0.11,4
7.13,3.97,6.2,1.3,4
7.49,3.7,3.9,0.36,4
7.45,12.7,7.1,0.16,4
8.17,6.85,7.8,0.31,4
8.47,8.13,5.2,0.24,3
8.95,6.11,7.3,0.44,4
7.73,9.99,7.9,0.55,4
9.16,7.01,5.9,0.15,6
7.94,13.1,3.4,0.33,2
8.08,5.54,12.0,1.43,5
8.2,5.52,6.9,0.45,4
7.71,6.83,4.6,0.32,3
8.18,4.23,5.8,0.41,4
8.19,9.17,3.4,0.28,2
7.58,5.93,5.1,0.18,3
8.24,7.02,6.1,0.3,4
7.06,8.06,11.2,1.16,5
7.42,6.17,4.1,0.14,3
7.69,6.91,3.3,0.09,2
7.47,3.6,4.3,0.54,4
7.46,5.76,4.8,0.28,3
7.02,6.25,4.7,0.14,3
7.85,5.03,5.6,0.12,3
8.32,4.83,2.6,0.33,4
6.59,4.38,13.0,1.62,5
7.4,3.48,4.2,0.26,4
6.82,7.07,7.8,0.17,4
7.65,5.19,8.2,0.88,4
7.99,6.26,4.6,0.32,3
9.02,7.0,7.1,0.31,6
7.84,4.12,8.4,0.44,4
9.24,10.0,6.0,0.14,6
7.61,5.45,2.4,0.5,3
8.01,5.03,11.2,0.09,5
8.11,5.61,7.8,1.62,5
7.71,6.11,5.2,0.49,3
8.11,4.94,4.7,1.0,4
7.79,7.21,5.5,0.18,3
7.96,6.81,6.8,0.8,4
6.55,8.54,7.3,0.81,4
7.26,5.66,4.7,0.17,3
7.46,7.13,3.2,0.06,2
8.01,8.89,7.3,0.32,4
7.37,6.72,5.2,0.24,3
6.95,6.47,4.9,0.14,3
7.72,5.13,5.6,0.14,3
8.31,4.99,2.7,0.21,4
6.81,2.98,11.9,1.07,5
7.18,2.18,4.1,0.3,5
7.13,7.66,8.1,0.27,4
7.55,5.06,7.9,0.59,4
8.65,5.45,6.3,0.28,4
8.06,7.43,4.8,0.23,3
7.13,5.19,7.0,0.5,4
7.95,3.48,9.1,0.41,4
9.21,10.6,6.5,0.14,6
7.49,4.59,3.4,0.53,4
7.84,4.16,11.8,0.24,5
8.19,4.25,5.6,0.55,4
7.41,6.49,4.7,0.25,3
8.03,6.61,4.1,0.51,3
7.86,7.88,5.4,0.16,3
7.32,12.7,8.4,0.35,4
7.55,4.42,4.3,0.57,4
7.46,5.14,4.0,0.13,3
7.69,6.54,3.4,0.08,2
7.44,4.45,4.4,0.95,4
7.22,4.51,4.6,0.25,4
6.85,5.76,6.1,0.17,4
7.94,3.96,5.6,0.13,4
8.23,4.24,3.2,0.26,4
6.82,3.43,11.8,1.31,5
7.01,5.97,7.5,0.12,4
7.69,6.2,8.1,0.25,4
7.74,5.09,4.7,0.15,3
8.73,6.48,7.4,0.56,4
8.07,3.09,9.3,0.3,4
9.25,11.1,6.5,0.12,6
7.72,4.47,3.3,0.51,4
7.8,3.95,10.8,0.65,5
8.2,5.51,5.4,0.19,3
7.24,6.6,4.9,0.49,3
8.28,8.57,4.1,0.42,3
7.85,9.15,4.9,0.09,3
7.99,8.73,7.6,1.44,4
7.14,11.8,8.9,0.31,4
7.06,5.03,4.4,0.15,3
7.51,6.96,7.5,0.7,4
9.24,8.59,5.6,0.14,6
8.29,8.07,6.1,0.11,4
7.84,4.83,11.5,3.85,6
8.31,6.51,4.5,0.17,3
8.47,11.9,3.9,0.13,2
8.18,12.1,5.9,0.08,3
7.69,11.9,9.0,0.16,4
8.24,9.25,4.2,0.7,3
7.45,3.42,6.7,0.15,4
7.56,5.06,2.9,0.05,3
6.95,4.88,4.7,0.09,4
7.7,8.32,4.1,0.15,3
